Num_Inscripcion;Razon_Social;Tipo_Via;Calle;Numero;Aproximacion;Cod_Postal;Poblacion;Barrio;Distrito;CIF;Fecha_Registro;Fecha_IPM;Primer_Tlfn;Email;Internet;Categoria;Ambito;Num_Socios;NumInscripcion_Fed_Vinculada;RazonSocial_Fed_Vinculada;FX_Carga
"4234";"ASOCIACION DE COMERCIANTES Y PROFESIONALES CIUDAD DE LOS POETAS";"CALLE";"VALDERRODRIGO";"59";"";"28039";"MADRID";"VALDEZARZA";"MONCLOA-ARAVACA";"G72577372";"2023-02-28";;"676412032";"acpoetas@gmail.com";"";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"COMUNIDAD DE MADRID";"11";" ";" ";"2025-12-31 04:15:15.213"
"4235";"ASOCIACION DE MADRES Y PADRES DEL ALUMNADO DEL CEIP LOYOLA DE PALACIO DE MADRID";"CALLE";"EMBALSE DE NAVACERRADA";"60";"";"28051";"MADRID";"ENSANCHE DE VALLECAS";"VILLA VALLECAS";"G85726263";"2023-03-07";;"616013486";"ampa.loyola@hotmail.com";"";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"333";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.213"
"4236";"ASOCIACION PUZZLETEA";"RONDA";"DON BOSCO";"14";"PLANTA 4, PUERTA A";"28044";"MADRID";"BUENAVISTA";"CARABANCHEL";"G72608631";"2023-03-09";;"";"puzzletea@outlook.com";"";"DE PERSONAS CON DISCAPACIDAD";"COMUNIDAD DE MADRID";"36";" ";" ";"2025-12-31 04:15:15.213"
"4237";"ASOCIACION CENTRO PUZZLE MADRID";"CALLE";"MARIO CABRE";"11";"";"28030";"MADRID";"MARROQUINA";"MORATALAZ";"G88465869";"2023-03-09";;"677186126";"info@centropuzzlemadrid.es";"www.centropuzzlemadrid.es";"DE PERSONAS CON DISCAPACIDAD";"COMUNIDAD DE MADRID";"3";" ";" ";"2025-12-31 04:15:15.213"
"4238";"ASOCIACION DE VECINOS AMIGOS DE FUENCARRAL – EL PARDO";"CALLE";"SANTIAGO DE COMPOSTELA";"16";"PLANTA 4ª, PUERTA C";"28034";"MADRID";"LA PAZ";"FUENCARRAL-EL PARDO";"G09684622";"2023-03-09";;"617267409";"miguel.perez@telefonica.net";"";"VECINALES";"COMUNIDAD DE MADRID";"159";" ";" ";"2025-12-31 04:15:15.213"
"4239";"ASOCIACION ECOSISTEMA ISO";"AVENIDA";"PEDRO DIEZ";"21";"PORTAL B, PLANTA 3, PUERTA A5";"28019";"MADRID";"SAN ISIDRO";"CARABANCHEL";"G10816957";"2023-03-09";;"605340062";"ECOSISTEMAISO@GMAIL.COM";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"5";" ";" ";"2025-12-31 04:15:15.213"
"4240";"HERMANDAD NACIONAL DE ANTIGUOS CABALLEROS LEGIONARIOS";"CALLE";"SAN NICOLAS";"11";"";"28013";"MADRID";"PALACIO";"CENTRO";"G78999422";"2023-03-09";;"650713854";"hermandadnacionalaaccll@gmail.com";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"2358";" ";" ";"2025-12-31 04:15:15.213"
"4241";"CLUB DEPORTIVO ELEMENTAL ARQUEROS SIERRA OESTE";"CALLE";"LUIS DE HOYOS SAINZ";"100";"PLANTA 3, PUERTA B";"28030";"MADRID";"VINATEROS";"MORATALAZ";"G88210638";"2023-03-09";;"613058203";"arquerossierraoeste@gmail.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"83";" ";" ";"2025-12-31 04:15:15.213"
"4242";"ASOCIACION CULTURAL ¡CHOTIS SIEMPRE MADRID!";"AVENIDA";"BRASILIA";"3";"ESC. D, PLANTA 2, PUERTA A";"28028";"MADRID";"GUINDALERA";"SALAMANCA";"G09866021";"2023-03-09";;"639228612";"antonio.sanchez.redondo.1943@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"12";" ";" ";"2025-12-31 04:15:15.213"
"4243";"AFROYEYE";"CALLE";"CORAZON DE MARIA";"7";"PORTAL B, ESC. DCHA, PLANTA BAJA, PUERTA IZDA.";"28002";"MADRID";"PROSPERIDAD";"CHAMARTIN";"G72672496";"2023-03-09";;"628853381";"afroyeyeshop@gmail.com";"www.afroyeye.org";"PARA LA COOPERACION AL DESARROLLO";"ESTATAL";"3";" ";" ";"2025-12-31 04:15:15.213"
"4244";"ASOCIACION DE SOLIDARIDAD TIDIANIYA DE MADRID";"CALLE";"CABESTREROS";"9";"";"28012";"MADRID";"EMBAJADORES";"CENTRO";"G88087374";"2023-03-09";;"643874564";"tidianiyamadrid@gmail.com";"";"DE INMIGRANTES";"COMUNIDAD DE MADRID";"65";" ";" ";"2025-12-31 04:15:15.213"
"4245";"NUPA -ASOC ESP DE AYUDA A NIÑOS CON TRASPLANTE MULTIVISCERAL Y AFECTADOS DE FALLO INTESTINAL Y NUTRICION PARENTAL";"CALLE";"PEDRO RICO";"29";"PB";"28029";"MADRID";"LA PAZ";"FUENCARRAL-EL PARDO";"G84689850";"2023-03-09";;"692485366";"administracion@somosnupa.org";"www.somosnupa.org";"DE SALUD Y APOYO MUTUO";"ESTATAL";"518";"1457";"FEDERACION ESPAÑOLA DE ENFERMEDADES RARAS - FEDER";"2025-12-31 04:15:15.213"
"4246";"ASOCIACION CULTURAL PUENTE DE LOS FRANCESES";"CALLE";"FELIPE MORATILLA";"7";"PLANTA 1, IZQUIERDA";"28008";"MADRID";"CASA DE CAMPO";"MONCLOA-ARAVACA";"G72519234";"2023-03-09";;"648551341";"asoc.puentedelosfranceses@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"10";" ";" ";"2025-12-31 04:15:15.213"
"4247";"GRANITO A GRANITO";"PLAZA";"CASCORRO";"11";"PLANTA 5";"28005";"MADRID";"EMBAJADORES";"CENTRO";"G87113411";"2023-03-09";;"602645266";"info@granitoagranito.org";"www.granitoagranito.org";"OTRAS DE ACCION SOCIAL";"ESTATAL";"8";" ";" ";"2025-12-31 04:15:15.213"
"4249";"ASOCIACION DE PADRES Y MADRES DEL IES LA ESTRELLA DE MADRID";"CALLE";"ESTRELLA POLAR";"10";"";"28007";"MADRID";"ESTRELLA";"RETIRO";"G79706677";"2023-03-23";;"636361636";"ampa@ampalaestrella.com";"ampalaestrella.com";"DE MADRES Y PADRES DEL ALUMNADO";"COMUNIDAD DE MADRID";"166";"407";"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO 'FRANCISCO GINER DE LOS RIOS' - FAPA";"2025-12-31 04:15:15.213"
"4250";"ASOCIACION GENERANDO REALIDADES";"CALLE";"ESPARTEROS";"11";"PLANTA 4ª, 1B";"28012";"MADRID";"SOL";"CENTRO";"G88008750";"2023-03-23";;"606799666";"portadoradevision@gmail.com";"www.generandorealidades.com";"OTRAS DE ACCION SOCIAL";"ESTATAL";"15";" ";" ";"2025-12-31 04:15:15.213"
"4252";"CLUB FRONTENIS SAN CRISTOBAL.";"CALLE";"GODELLA";"175";"2º DCHA.";"28021";"MADRID";"SAN CRISTOBAL";"VILLAVERDE";"G80590656";"2023-03-28";;"669014448";"rlmzrz@hotmail.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"43";" ";" ";"2025-12-31 04:15:15.213"
"4253";" RESUCITADERO";"CALLE";"ZABALETA";"70";"";"28002";"MADRID";"PROSPERIDAD";"CHAMARTIN";"G86603693";"2023-04-20";;"633341003";"mariacamarero@gmail.com";"";"MEDIOAMBIENTALES Y ECOLOGISTAS";"ESTATAL";"47";" ";" ";"2025-12-31 04:15:15.213"
"4254";"ASOCIACION SENDA SOLIDARIA";"CALLE";"FRANCISCO GRANDE COVIAN";"59";"2ºB";"28052";"MADRID";"EL CAÑAVERAL";"VICALVARO";"G72788367";"2023-04-21";;"685477373";"info@sendasolidaria.es";"";"PARA LA COOPERACION AL DESARROLLO";"ESTATAL";"3";" ";" ";"2025-12-31 04:15:15.213"
"4255";"CULTIVA ESPAÑA - EDUCANDO PARA LA VIDA";"CALLE";"ISLA DE AROSA";"29";"PG";"28035";"MADRID";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"G86441052";"2023-04-21";;"609960173";"cultiva.espana@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"10";" ";" ";"2025-12-31 04:15:15.213"
"4256";"CLUB ESTUDIANTES DE BALONCESTO";"CALLE";"SERRANO";"129";"";"28006";"MADRID";"EL VISO";"CHAMARTIN";"G78273810";"2023-04-21";;"627708229";"AZAMORA@CLUBESTUDIANTES.COM";"WWW.MOVISTARESTUDIANTES.COM";"DEPORTIVAS";"COMUNIDAD DE MADRID";"184";" ";" ";"2025-12-31 04:15:15.213"
"4257";"ASOCIACION DE ARTISTAS DIGITALES PARA LA DIVULGACION DEL MODELO Y DESARROLLO DE LOS NFTS - ARDIGITAL";"CALLE";"BLASCO DE GARAY";"29";"PLANTA 2, PUERTA 1";"28015";"MADRID";"GAZTAMBIDE";"CHAMBERI";"G09717448";"2023-04-21";;"686212883";"gisela@workef.com";"";"PARA LA CIENCIA, LA TECNOLOGIA Y LA INVESTIGACION";"ESTATAL";"57";" ";" ";"2025-12-31 04:15:15.213"
"4258";"ASOC. PARA EL DESARROLLO DE LA INTELIGENCIA ARTIFICIAL Y NUEVAS TEC. DEL CONOCIMIENTO - ADERINTEL";"CALLE";"BLASCO DE GARAY";"29";"PLANTA 2, PUERTA 1";"28015";"MADRID";"GAZTAMBIDE";"CHAMBERI";"G44737294";"2023-04-21";;"686212883";"gisela@workef.com";"";"PARA LA CIENCIA, LA TECNOLOGIA Y LA INVESTIGACION";"ESTATAL";"27";" ";" ";"2025-12-31 04:15:15.213"
"4259";"CENTRO SOCIAL “EL OCHO”";"CALLE";"EDUARDO MINGUITO";"8";"PUERTA LC";"28021";"MADRID";"LOS ROSALES";"VILLAVERDE";"G88392667";"2023-04-21";;"610913548";"centrosocialelocho@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"18";" ";" ";"2025-12-31 04:15:15.213"
"4260";"THE ROAMERS";"CALLE";"RIBERA DEL MANZANARES";"17";"PLANTA 3, PUERTA IZD.";"28008";"MADRID";"CASA DE CAMPO";"MONCLOA-ARAVACA";"G05444658";"2023-04-21";;"660465539";"contacto@theroamers.es";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"180";" ";" ";"2025-12-31 04:15:15.213"
"4262";"RED INTERNACIONAL DE ABOGADOS EUREKA";"CALLE";"MODESTO LAFUENTE";"65";"ESC. 1-1ºDCHA";"28003";"MADRID";"RIOS ROSAS";"CHAMBERI";"G86573110";"2023-04-25";;"630634016";"info@riaeureka.org";"www.riaeureka.org";"DE DERECHOS HUMANOS";"ESTATAL";"68";" ";" ";"2025-12-31 04:15:15.213"
"4263";"ASOCIACION IMPULSO CIUDADANO";"CALLE";"ASURA";"26";"PUERTA A";"28043";"MADRID";"PIOVERA";"HORTALEZA";"G65154239";"2023-05-04";;"620115277";"info@impulsociudadano.org";"https://impulsociudadano.org/";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"130";" ";" ";"2025-12-31 04:15:15.213"
"4264";"LARES ASOCIACION UNION DE RESIDENCIAS Y SERVICIOS DEL SECTOR SOLIDARIO";"CALLE";"RIOS ROSAS";"11";"PLANTA 4ª";"28003";"MADRID";"RIOS ROSAS";"CHAMBERI";"G86963659";"2023-05-04";;"682705615";"info@lares.org.es";"lares.org.es";"DE PERSONAS MAYORES, JUBILADAS Y PENSIONISTAS";"ESTATAL";"326";" ";" ";"2025-12-31 04:15:15.213"
"4266";"ASOCIACION PROFESIONAL DE EMPRESARIOS DE TINTORERIAS Y LAVANDERIAS DE MADRID Y PROVINCIA";"CALLE";"ARLABAN";"7";"";"28014";"MADRID";"CORTES";"CENTRO";"G80317423";"2023-05-10";;"915319340";"astylcam@astylcam.com";"";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"ESTATAL";"185";" ";" ";"2025-12-31 04:15:15.213"
"4267";"ASOCIACION PROFESIONAL DE ACTORES DE FIGURACION - A.P.A.F.";"CALLE";"EDGAR NEVILLE";"6";"BAJO";"28020";"MADRID";"CUATRO CAMINOS";"TETUAN";"G72744683";"2023-05-10";;"662595139";"hola@apactoresdefiguracion.es";"http://www.apactoresdefiguración.es";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"ESTATAL";"95";" ";" ";"2025-12-31 04:15:15.213"
"4268";"CLUB DEPORTIVO ELEMENTAL ELITE FOOTBALL";"AVENIDA";"CARABANCHEL ALTO";"110";"PORTAL B, PLANTA 6, PUERTA B";"28044";"MADRID";"BUENAVISTA";"CARABANCHEL";"G72804842";"2023-05-11";;"679291107";"cde.elitefootball@gmail.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"3";" ";" ";"2025-12-31 04:15:15.213"
"4271";"ALIANZA DE FAMILIAS AFECTADAS POR EL SINDROME DE WOFRAM - AFASW";"CALLE";"UNICORNIO";"2";"A";"28023";"MADRID";"ARAVACA";"MONCLOA-ARAVACA";"G88381629";"2023-05-25";;"696883769";"alianzaswolfram@gmail.com";"www.afasw.com";"DE PERSONAS CON DISCAPACIDAD";"ESTATAL";"45";" ";" ";"2025-12-31 04:15:15.213"
"4273";"CJC – COLECTIVOS DE JOVENES COMUNISTAS EN MADRID";"CALLE";"PEÑAS LARGAS";"10";"";"28031";"MADRID";"CASCO H.VALLECAS";"VILLA VALLECAS";"G78188463";"2023-05-25";;"655731959";"finanzas@juventudcomunista.es";"";"JUVENILES";"ESTATAL";"300";" ";" ";"2025-12-31 04:15:15.213"
"4274";"ASOCIACION CARAVANA SOLIDARIA";"CALLE";"ALEJANDRO MORAN";"26";"PLANTA 1ª -PUERTA 1";"28025";"MADRID";"PUERTA BONITA";"CARABANCHEL";"G02760478";"2023-05-25";;"624649309";"caravana@caravanasolidaria.es";"https://caravanasolidaria.es";"OTRAS DE ACCION SOCIAL";"COMUNIDAD DE MADRID";"4";" ";" ";"2025-12-31 04:15:15.213"
"4276";"ESCUELAB";"PASEO";"LA HABANA";"170";"";"28036";"MADRID";"NUEVA ESPAÑA";"CHAMARTIN";"G86880457";"2023-05-25";;"665135263";"contacto@escuelab.es";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"10";" ";" ";"2025-12-31 04:15:15.213"
"4280";"CLUB DEPORTIVO ELEMENTAL ATLETICO VALLECAS";"CALLE";"PEÑA CERVERA";"6";"PLANTA 3, PISO A";"28031";"MADRID";"CASCO H.VALLECAS";"VILLA VALLECAS";"G88119813";"2023-05-25";;"609888406";"ATLETICOVALLECAS@GMAIL.COM";"http://atleticovallecas.rffm.es/pnfg/NPcd/RW_Inicio";"DEPORTIVAS";"COMUNIDAD DE MADRID";"82";" ";" ";"2025-12-31 04:15:15.213"
"4281";"CLUB DEPORTIVO ELEMENTAL TIKISUB";"CALLE";"BELGICA";"23";"PLANTA 4ª, PUERTA B";"28022";"MADRID";"ROSAS";"SAN BLAS-CANILLEJAS";"G44923134";"2023-05-25";;"636685579";"tikisubmadrid@gmail.com";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"3";" ";" ";"2025-12-31 04:15:15.213"
"4283";"LECA’S HOME";"CALLE";"JOSE ANTONIO NOVAIS";"12";"";"28040";"MADRID";"CIUDAD UNIVERSITARIA";"MONCLOA-ARAVACA";"G10922672";"2023-05-25";;"626275189";"lecas@ucm.es";"";"JUVENILES";"COMUNIDAD DE MADRID";"18";" ";" ";"2025-12-31 04:15:15.213"
"4285";"NUEVO HOGAR BETANIA";"CALLE";"MORATINES";"9";"";"28005";"MADRID";"ACACIAS";"ARGANZUELA";"G72222078";"2023-06-08";;"620368435";"madrid@somosbetania.com";"";"DE DERECHOS HUMANOS";"ESTATAL";"100";" ";" ";"2025-12-31 04:15:15.213"
"4286";"ASOCIACION SCOUT ORION";"CALLE";"ISABEL COLBRAND";"6";"";"28050";"MADRID";"VALVERDE";"FUENCARRAL-EL PARDO";"G72673502";"2023-06-16";;"611779446";"info@gsorion.org";"";"OTRAS DE ACCION SOCIAL";"COMUNIDAD DE MADRID";"12";" ";" ";"2025-12-31 04:15:15.213"
"4287";"ASOCIACION VIVIR ES URGENTE";"PASEO";"OLMOS";"3";"";"28005";"MADRID";"ACACIAS";"ARGANZUELA";"G67986992";"2023-06-16";;"696630471";"";"www.viviresurgente.care";"DE SALUD Y APOYO MUTUO";"ESTATAL";"2100";" ";" ";"2025-12-31 04:15:15.213"
"4288";"ASOCIACION INSERTA SOCIAL";"CALLE";"MARQUES DE VIANA";"36";"PISO 5º, LETRA B";"28039";"MADRID";"VALDEACEDERAS";"TETUAN";"G72848542";"2023-06-16";;"681027400";"info@insertasocial.org";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"3";" ";" ";"2025-12-31 04:15:15.213"
"4290";"EFECTO RED COEDUCACION Y BIODIVERSIDAD";"CALLE";"ALEJANDRINA MORAN";"35";"3º-A";"28047";"MADRID";"LUCERO";"LATINA";"G72470800";"2023-08-17";;"664730213";"info@efectored.org";"";"DE DERECHOS HUMANOS";"ESTATAL";"3";" ";" ";"2025-12-31 04:15:15.213"
"4291";"RED DE ENTIDADES PARA EL DESARROLLO SOLIDARIO - REDES";"CALLE";"JOSE MARAÑON";"3";"2ª PLANTA";"28010";"MADRID";"TRAFALGAR";"CHAMBERI";"G87589586";"2023-08-17";"2024-05-07";"670874824";"redes@redes-ongd.org";"www.redes-ongd.org";"PARA LA COOPERACION AL DESARROLLO";"ESTATAL";"54";" ";" ";"2025-12-31 04:15:15.213"
"4292";"ASOCIACION DE COMERCIANTES Y EMPRESARIOS DE QUINTANA";"CALLE";"ELFO";"132";"BAJO";"28027";"MADRID";"QUINTANA";"CIUDAD LINEAL";"G72678626";"2023-08-17";;"606324524";"ipanema2350@gmail.com";"";"COMERCIANTES,EMPRESARIOS,PROFESIONALES Y AUTONOMOS";"BARRIO";"24";" ";" ";"2025-12-31 04:15:15.213"
"4293";" ASOCIACION “MAYORES Y FAMILIA DE MADRID” (FAMM)";"CALLE";"CEBREROS";"156";"7º - DCHA.";"28011";"MADRID";"LUCERO";"LATINA";"G42726596";"2023-08-17";;"680912553";"mayoresyfamilia@gmail.com";"";"DE PERSONAS MAYORES, JUBILADAS Y PENSIONISTAS";"COMUNIDAD DE MADRID";"15";" ";" ";"2025-12-31 04:15:15.213"
"4610";"CLUSTER DE AGROALIMENTACION DE LA COMUNIDAD DE MADRID";"CALLE";"DIEGO DE LEON";"50";"PISO 1.º";"28006";"MADRID";"LISTA";"SALAMANCA";"G70782578";"2025-10-30";;"663195804";"roman@madrifood.com";"www.madrifood.com";"PARA LA CIENCIA, LA TECNOLOGIA Y LA INVESTIGACION";"COMUNIDAD DE MADRID";"135";" ";" ";"2025-12-31 04:15:15.213"
"4611";"ASOCIACION DISKAMP, LA FAMILIA QUE SE ELIGE";"CALLE";"ANTONIO LOPEZ AGUADO";"1";"";"28029";"MADRID";"LA PAZ";"FUENCARRAL-EL PARDO";"G19376268";"2025-10-30";;"696177636";"INFO@THEKAMP.ES";"";"DE PERSONAS CON DISCAPACIDAD";"COMUNIDAD DE MADRID";"4";" ";" ";"2025-12-31 04:15:15.213"
"4612";"UNION INTERNACIONAL DE LA MARIONETA DE MADRID UNIMA MADRID";"CALLE";"SANTA TECLA";"40";"";"28022";"MADRID";"CANILLEJAS";"SAN BLAS-CANILLEJAS";"G78065406";"2025-10-31";;"616629016";"unimamadrid@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"COMUNIDAD DE MADRID";"32";" ";" ";"2025-12-31 04:15:15.213"
"4614";"CLUB DEPORTIVO ELEMENTAL ONE MORE";"CALLE";"ALTO DEL ESPARRAGAL";"204";"";"28052";"MADRID";"EL CAÑAVERAL        ";"VICALVARO";"G75731547";"2025-11-19";;"660306333";"direccion@onemore.es";"https://www.instagram.com/cd.onemore/";"DEPORTIVAS";"COMUNIDAD DE MADRID";"3";" ";" ";"2025-12-31 04:15:15.213"
"4615";"CDE ALAMEDA DE OSUNA BALONCESTO";"CALLE";"GALERA";"10";"LOCAL SS";"28042";"MADRID";"ALAMEDA DE OSUNA";"BARAJAS";"G84435916";"2025-11-19";;"649685498";"info@alamedabaloncesto.com";"WWW.ALAMEDABALONCESTO.COM ";"DEPORTIVAS";"COMUNIDAD DE MADRID";"6";" ";" ";"2025-12-31 04:15:15.213"
"4616";"ASOCIACION NADIE HABLARA DE NOSOTRAS";"CALLE";"PUERTO ALTO";"44";"2 B";"28053";"MADRID";"SAN DIEGO";"PUENTE VALLECAS";"G44576064";"2025-11-19";;"629032502";"nadiehablaradenosotrasoficial@gmail.com";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"35";" ";" ";"2025-12-31 04:15:15.213"
"4618";"ASOCIACION EURECA";"CALLE";"BLASCO DE GARAY";"84";"BAJO D";"28015";"MADRID";"ARAPILES";"CHAMBERI";"G22750434";"2025-11-28";;"655447351";"eurekadigame@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"3";" ";" ";"2025-12-31 04:15:15.213"
"4619";"ASOCIACION OBSERVATORIO DEL FUTURO PARA LA INNOVACION LAS ARTES Y LAS NUEVAS TECNOLOGIAS";"CALLE";"CATALINA SUAREZ";"12";"PORTAL A 4º A";"28007";"MADRID";"ADELFAS";"RETIRO";"G87140307";"2025-11-28";;"601022556";"futurobservatory@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"4";" ";" ";"2025-12-31 04:15:15.213"
"4620";"AGRUPACION ASOCIACION DEPORTIVA MARATON POPULAR DE MADRID (MAPOMA)";"CALLE";"ANICETO MARINAS";"52";"";"28008";"MADRID";"CASA DE CAMPO";"MONCLOA-ARAVACA";"G78184678";"2025-11-28";;"670740163";"perumbao@mapoma.es";"";"DEPORTIVAS";"COMUNIDAD DE MADRID";"290";" ";" ";"2025-12-31 04:15:15.213"
"4621";"MADRIGUEIRA FOLK";"CALLE";"FELIPE V";"6";"";"28013";"MADRID";"PALACIO";"CENTRO";"G75307033";"2025-12-19";;"600098248";"madrigueira.mad@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"ESTATAL";"5";" ";" ";"2025-12-31 04:15:15.213"
"4622";"FORO DE BOSQUES Y CAMBIO CLIMATICO";"CALLE";"CRISTOBAL BORDIU";"19";"2 DCHA";"28003";"MADRID";"RIOS ROSAS";"CHAMBERI";"";"2025-12-19";;"608449876";"info@fbycc.org";"";"MEDIOAMBIENTALES Y ECOLOGISTAS";"ESTATAL";"22";" ";" ";"2025-12-31 04:15:15.213"
"4623";"ASOCIACION FAMILIA Y CULTURA DE VALLECAS";"CALLE";"MELQUIADES BIENCINTO";"10";"";"28053";"MADRID";"SAN DIEGO";"PUENTE VALLECAS";"G86155801";"2025-12-19";;"614106697";"familiayculturadevallecas@gmail.com";"";"OTRAS DE ACCION SOCIAL";"ESTATAL";"9";" ";" ";"2025-12-31 04:15:15.213"
"1";"ASOCIACION DE VECINOS SANTA BARBARA COLONIA SAN FRANCISCO-LA PRENSA";"CALLE";"THADER";"16";"BAJO";"28025";"MADRID";"PUERTA BONITA";"CARABANCHEL";"G79561866";"1987-12-16";"1988-07-29";"645602779";"NIEVESCID35@GMAIL.COM";"";"VECINALES";"BARRIO";"134";" ";" ";"2025-12-31 04:15:15.2"
"3";"UNION DE CONSUMIDORES DE LA COMUNIDAD DE MADRID";"CALLE";"MEJICO";"15";"BIS";"28028";"MADRID";"GUINDALERA";"SALAMANCA";"G78462553";"1987-12-18";"1988-06-30";"917130770";"info@ucemadrid.com";"http://www.ucemadrid.com";"DE PERSONAS CONSUMIDORAS Y USUARIAS";"COMUNIDAD DE MADRID";"1211";" ";" ";"2025-12-31 04:15:15.2"
"5";"ASOCIACION DE VECINOS FAMILIAR SAN CRISTOBAL";"CALLE";"CONDE DE TORRALBA";"19";"";"28046";"MADRID                                            ";"CASTILLA            ";"CHAMARTIN";"G28698389";"1987-12-21";"1988-06-30";"656332711";"aso.sancristobalcastilla@gmail.com";"";"VECINALES";"BARRIO";"105";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"7";"ASOCIACION DE VECINOS MORATALAZ ESTE-AVANCE";"CALLE";"FUENTE CARRANTONA";"";"S/N";"28030";"MADRID";"PALACIO";"MORATALAZ";"G78668373";"1987-12-28";"1988-05-26";"917720074";"info@avancemoratalaz.es";"http://www.avancemoratalaz.es";"VECINALES";"BARRIO";"3150";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"8";"ASOCIACION CULTURAL NUESTRA SEÑORA DE FATIMA";"CALLE";"CODORNIZ";"4";"LOCAL";"28047";"MADRID";"VISTA ALEGRE";"CARABANCHEL";"G78416393";"1987-12-30";"1988-07-29";"628267020";"acultufatima@gmail.com";"";"CULTURALES Y CASAS REGIONALES";"BARRIO";"2200";" ";" ";"2025-12-31 04:15:15.2"
"10";"ASOCIACION DE VECINOS COLONIA JUAN TORNERO";"PLAZA";"EGABRO";"9";" ";"28011";"MADRID";"PUERTA DEL ANGEL";"LATINA";"G79027272";"1988-01-04";"1988-07-29";"914640118";"";"";"VECINALES";"BARRIO";"350";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"13";"ASOCIACION DE VECINOS Y CONSUMIDORES DE LAS AGUILAS";"CALLE";"BLAS CABRERA";"125";"1º";"28044";"MADRID";"LAS AGUILAS";"LATINA";"G28934842";"1988-01-18";"1988-06-30";"650118617";"avaguilas@hotmail.com";"http://www.lasaguilasav.org/";"VECINALES";"COMUNIDAD DE MADRID";"1085";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"15";"ASOCIACION DE VECINOS SAN NICOLAS";"CALLE";"LAZCANO";"11";"BJ. DCHA.";"28041";"MADRID";"LOS ANGELES";"VILLAVERDE";"G28755395";"1987-11-05";"1988-07-29";"917965343";"avsannicolas@hotmail.com";"";"VECINALES";"BARRIO";"235";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"18";"ASOCIACION DE VECINOS 'LA MANCHA'";"PLAZA";"CAMPO DE CRIPTANA";"3";"";"28026";"MADRID";"ALMENDRALES";"USERA";"G78640786";"1987-11-17";"1988-07-29";"914764328";"avvlamancha@gmail.com";"";"VECINALES";"BARRIO";"296";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
"20";"ASOCIACION DE VECINOS GUETARIA";"CALLE";"CESTONA";"5";"";"28041";"MADRID";"ORCASITAS";"USERA";"G78333051";"1988-01-12";"1988-06-30";"913412981";"aavvguetaria@hotmail.com";"";"VECINALES";"BARRIO";"580";"67";"FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM";"2025-12-31 04:15:15.2"
